Date,AveragePricePerUnit,TotalVolume,TotalBags,SmallBags,LargeBags,XLargeBags,type,region
5/7/2017,1.19,4372728.72,1698910.66,1456000.83,237524.29,NA,conventional,Midsouth
4/30/2017,1.38,3291328.16,1185502.1,1038439.12,142458.63,NA,conventional,Midsouth
4/23/2017,1.4,3060395.83,1185824.34,1044588.96,136072.44,NA,conventional,Midsouth
4/16/2017,1.43,2965083.46,1092118.44,962599.6,125318.67,NA,conventional,Midsouth
4/9/2017,1.39,2990138.08,1088252.62,990216.19,93875.58,NA,conventional,Midsouth
4/2/2017,1.3,3350938.53,1322626.39,1192231.15,126225.16,NA,conventional,Midsouth
3/26/2017,1.33,3162600.85,1127462.72,988523.65,135004.05,NA,conventional,Midsouth
3/19/2017,1.35,2933076.38,970055.99,867587.43,98619.63,NA,conventional,Midsouth
3/12/2017,1.33,3059010.05,995740.12,868710.37,123511.69,NA,conventional,Midsouth
3/5/2017,1.14,3397985.84,1176992.95,1044380.88,131525.12,NA,conventional,Midsouth
2/26/2017,1.2,3310530.37,950191.41,823879.69,123351.91,NA,conventional,Midsouth
2/19/2017,1.19,2929351.67,1007621.1,857235.29,147587.67,NA,conventional,Midsouth
2/12/2017,1.07,3403723.66,1054822.3,860148.6,190222.35,NA,conventional,Midsouth
2/5/2017,0.95,4703681.01,1116991.27,950345.69,161722.79,NA,conventional,Midsouth
1/29/2017,1.22,3151000.47,1003194.05,845213.44,153112.84,NA,conventional,Midsouth
1/22/2017,1.17,3394184.15,1042787.65,859648.57,181562.03,NA,conventional,Midsouth
1/15/2017,1.23,3034320.24,1003636.5,876946.57,125271.44,NA,conventional,Midsouth
1/8/2017,1.11,3454819.97,1007510.87,873053.26,130291.21,NA,conventional,Midsouth
1/1/2017,1.12,2878967.54,875004.19,719379.64,151226.51,NA,conventional,Midsouth
3/25/2018,1.14,3911075.35,1571829.62,1390840.94,164970.47,NA,conventional,Midsouth
3/18/2018,1.03,4558888.55,2251641.41,2062091.77,175886.82,NA,conventional,Midsouth
3/11/2018,1.15,3874143.18,1552503.62,1389780.99,153631.49,NA,conventional,Midsouth
3/4/2018,1.2,3554252.13,1383662.63,1172483.78,200264.2,NA,conventional,Midsouth
2/25/2018,1.24,3349766.24,1317866.54,1104688,201778.2,NA,conventional,Midsouth
2/18/2018,1.25,3135330.32,1251190.28,1015372.21,224403.31,NA,conventional,Midsouth
2/11/2018,1.1,3803512.06,1512153.82,1303270.27,199986.79,NA,conventional,Midsouth
2/4/2018,0.96,5286412.87,2299234.65,2012145.29,280722.16,NA,conventional,Midsouth
1/28/2018,1.19,3647362.37,1200889.68,1039975.99,157317.79,NA,conventional,Midsouth
1/21/2018,1.13,4022549.75,1635589.67,1400848.71,232308.25,NA,conventional,Midsouth
1/14/2018,1.28,3537243.04,1280528.39,1025338.52,251804.63,NA,conventional,Midsouth
1/7/2018,1.2,3437632.8,1190009.4,1033913.96,152674.33,NA,conventional,Midsouth
12/27/2015,1.6,51768.23,22006.31,11522.75,10483.56,NA,organic,Midsouth
12/20/2015,1.71,43696.22,11967.85,9205.1,2762.75,NA,organic,Midsouth
12/13/2015,1.68,46565.74,17275.12,10126.62,7148.5,NA,organic,Midsouth
12/6/2015,1.59,43426.6,15135.92,7305.22,7830.7,NA,organic,Midsouth
11/29/2015,1.5,45599.48,16554.74,6478.55,10076.19,NA,organic,Midsouth
11/22/2015,1.66,46456.92,10745.17,7911.72,2833.45,NA,organic,Midsouth
11/15/2015,1.7,45159.24,12113.48,10565.6,1547.88,NA,organic,Midsouth
11/8/2015,1.66,49231.83,16651.94,13541.29,3110.65,NA,organic,Midsouth
11/1/2015,1.61,54907.07,19093.26,12311.91,6781.35,NA,organic,Midsouth
10/25/2015,1.7,55916.99,15561.2,12052.62,3508.58,NA,organic,Midsouth
10/18/2015,1.66,57077.28,19154.25,13759.4,5394.85,NA,organic,Midsouth
10/11/2015,1.53,60162.15,23376.23,11437.45,11938.78,NA,organic,Midsouth
10/4/2015,1.73,53587.09,15309.02,12203.37,3105.65,NA,organic,Midsouth
9/27/2015,1.76,52253.69,15470.69,13112.36,2358.33,NA,organic,Midsouth
9/20/2015,1.72,54619.72,14745.42,14021.43,723.99,NA,organic,Midsouth
9/13/2015,1.75,62767.95,18066.76,16251.27,1815.49,NA,organic,Midsouth
9/6/2015,1.67,74083.65,26514.18,21807.88,4706.3,NA,organic,Midsouth
8/30/2015,1.7,69033.16,21770.98,17878.06,3892.92,NA,organic,Midsouth
8/23/2015,1.7,74965.16,25604.45,19831.56,5772.89,NA,organic,Midsouth
8/16/2015,1.7,69867.41,20114.12,15180.41,4933.71,NA,organic,Midsouth
8/9/2015,1.65,81469.58,27127.28,22422.37,4704.91,NA,organic,Midsouth
8/2/2015,1.71,68742.23,19175.81,15361.12,3814.69,NA,organic,Midsouth
7/26/2015,1.52,67600.74,22511.05,8545.51,13965.54,NA,organic,Midsouth
7/19/2015,1.51,69690.43,28848.32,14626.61,14221.71,NA,organic,Midsouth
7/12/2015,1.51,72375.15,26830.09,12329.8,14500.29,NA,organic,Midsouth
7/5/2015,1.61,72541.61,22328.79,13216.79,9112,NA,organic,Midsouth
6/28/2015,1.62,67201.29,19706.89,12921.08,6785.81,NA,organic,Midsouth
6/21/2015,1.65,67376.23,17374.98,11504.18,5870.8,NA,organic,Midsouth
6/14/2015,1.6,75740.17,29415.13,20211.79,9203.34,NA,organic,Midsouth
6/7/2015,1.47,84677.56,38767.3,21779.26,16988.04,NA,organic,Midsouth
5/31/2015,1.44,89469.59,29084.58,17885.01,11199.57,NA,organic,Midsouth
5/24/2015,1.37,107181.78,38148.47,22674.58,15473.89,NA,organic,Midsouth
5/17/2015,1.24,130073.74,29491.13,20651.92,8839.21,NA,organic,Midsouth
5/10/2015,1.28,107735.95,43510.36,20888.16,22622.2,NA,organic,Midsouth
5/3/2015,1.34,102916.4,38467.54,23337.15,15130.39,NA,organic,Midsouth
4/26/2015,1.46,83253.18,27630.66,18237.04,9393.62,NA,organic,Midsouth
4/19/2015,1.51,84443.98,22467.95,17627.07,4840.88,NA,organic,Midsouth
4/12/2015,1.53,76027.78,22383.62,14962.2,7421.42,NA,organic,Midsouth
4/5/2015,1.65,68150.51,21656.95,17759.54,3897.41,NA,organic,Midsouth
3/29/2015,1.65,64688.75,19292.89,17345.15,1947.74,NA,organic,Midsouth
3/22/2015,1.53,57978.41,10556.85,7426.95,3129.9,NA,organic,Midsouth
3/15/2015,1.65,58939.14,17728.28,16137.24,1591.04,NA,organic,Midsouth
3/8/2015,1.62,73251.74,32905.56,31682.71,1222.85,NA,organic,Midsouth
3/1/2015,1.61,62339.44,19017.04,16977.16,2039.88,NA,organic,Midsouth
2/22/2015,1.4,75957.01,20500.84,18497.02,2003.82,NA,organic,Midsouth
2/15/2015,1.48,67813.61,22012.91,18624.73,3388.18,NA,organic,Midsouth
2/8/2015,1.58,64774.28,26069.99,23654.98,2415.01,NA,organic,Midsouth
2/1/2015,1.44,72159.84,19318.05,17413.54,1904.51,NA,organic,Midsouth
1/25/2015,1.63,54932.83,14444.88,11428.78,3016.1,NA,organic,Midsouth
1/18/2015,1.65,52559.1,12492.18,10971.43,1520.75,NA,organic,Midsouth
1/11/2015,1.52,65483.08,17296.48,16715.45,581.03,NA,organic,Midsouth
1/4/2015,1.56,58065.35,19114.43,17280.89,1833.54,NA,organic,Midsouth
12/25/2016,1.68,72923.61,38303.38,35684.99,2618.39,NA,organic,Midsouth
12/18/2016,1.46,77030.91,43159.79,28795.8,14363.99,NA,organic,Midsouth
12/11/2016,1.46,86740.86,52318.12,30817.33,21500.79,NA,organic,Midsouth
12/4/2016,1.59,83334.43,47900.11,25168.71,22731.4,NA,organic,Midsouth
11/27/2016,1.7,86492.45,50705.98,30998.32,19707.66,NA,organic,Midsouth
11/20/2016,1.46,113766.24,73744.6,37946.97,35797.63,NA,organic,Midsouth
11/13/2016,1.53,106921.43,64840.85,31432.23,33408.62,NA,organic,Midsouth
11/6/2016,1.48,134399.76,82946.7,41924.85,41021.85,NA,organic,Midsouth
10/30/2016,1.78,97718.73,34411.46,29295.75,5115.71,NA,organic,Midsouth
10/23/2016,1.37,125288.5,68013.51,29612.36,38401.15,NA,organic,Midsouth
10/16/2016,1.49,111504.63,58779.54,34376.07,24403.47,NA,organic,Midsouth
10/9/2016,1.34,136026.05,79425.01,38449.53,40975.48,NA,organic,Midsouth
10/2/2016,1.86,89438.27,37227.08,33589.15,3637.93,NA,organic,Midsouth
9/25/2016,1.74,107211.26,55428.3,41196.46,14231.84,NA,organic,Midsouth
9/18/2016,1.74,108615.07,58164.34,46367.63,11796.71,NA,organic,Midsouth
9/11/2016,1.5,140233.78,89632.39,55646.68,33985.71,NA,organic,Midsouth
9/4/2016,1.52,139031.27,81085.75,45683.66,35402.09,NA,organic,Midsouth
8/28/2016,1.51,121291.96,65369.43,36632.95,28736.48,NA,organic,Midsouth
8/21/2016,1.65,122874.61,62174.65,46959.29,15215.36,NA,organic,Midsouth
8/14/2016,1.62,112079.18,48563.51,32201.94,16361.57,NA,organic,Midsouth
8/7/2016,1.49,134739.2,64412.96,33686.14,30726.82,NA,organic,Midsouth
7/31/2016,1.56,113650.17,51029.16,32863.37,18165.79,NA,organic,Midsouth
7/24/2016,1.75,103128.79,39620.46,32405.39,7215.07,NA,organic,Midsouth
7/17/2016,1.59,118719.38,61009.83,36568.73,24441.1,NA,organic,Midsouth
7/10/2016,1.6,105955.43,46608.83,28960.77,17648.06,NA,organic,Midsouth
7/3/2016,1.52,106192.85,50143.29,27090.98,23052.31,NA,organic,Midsouth
6/26/2016,1.51,106015.19,51669.19,29798.55,21870.64,NA,organic,Midsouth
6/19/2016,1.36,112443.19,56497.7,26422.55,30075.15,NA,organic,Midsouth
6/12/2016,1.46,112023.04,54715.7,31064.03,23651.67,NA,organic,Midsouth
6/5/2016,1.37,121790.25,68109.03,38824.18,29284.85,NA,organic,Midsouth
5/29/2016,1.46,110144.07,55145.31,34549.61,20595.7,NA,organic,Midsouth
5/22/2016,1.37,109558.94,59215.05,35153.47,24061.58,NA,organic,Midsouth
5/15/2016,1.48,96681.58,43114.4,28449.43,14664.97,NA,organic,Midsouth
5/8/2016,1.39,103093.15,45465.34,25178.32,20287.02,NA,organic,Midsouth
5/1/2016,1.55,97128.22,43506.87,33707.03,9799.84,NA,organic,Midsouth
4/24/2016,1.5,104046.63,48468,36585.43,11882.57,NA,organic,Midsouth
4/17/2016,1.22,126949.67,54389.4,28323.2,26066.2,NA,organic,Midsouth
4/10/2016,1.18,143035.65,69400.38,45422.41,23977.97,NA,organic,Midsouth
4/3/2016,1.58,81780.18,32744.24,22985.45,9758.79,NA,organic,Midsouth
3/27/2016,1.4,86908.34,42969.88,24397.42,18572.46,NA,organic,Midsouth
3/20/2016,1.37,81394.4,38524.08,21286.24,17237.84,NA,organic,Midsouth
3/13/2016,1.4,91287.93,39117.18,21173.39,17943.79,NA,organic,Midsouth
3/6/2016,1.44,82249.97,28701.06,11159.01,17542.05,NA,organic,Midsouth
2/28/2016,1.58,60098.19,18845.39,11789.84,7055.55,NA,organic,Midsouth
2/21/2016,1.57,59602.55,19459.66,11889.39,7570.27,NA,organic,Midsouth
2/14/2016,1.52,66026.03,28403.91,16485.43,11918.48,NA,organic,Midsouth
2/7/2016,1.52,70234.9,31228.16,14107.98,17120.18,NA,organic,Midsouth
1/31/2016,1.47,71803.09,33393.95,11815.33,21578.62,NA,organic,Midsouth
1/24/2016,1.54,72219,35617.83,18577.2,17040.63,NA,organic,Midsouth
1/17/2016,1.59,57822.5,20585.79,10016.96,10568.83,NA,organic,Midsouth
1/10/2016,1.46,76440.12,36679.83,12285.03,24394.8,NA,organic,Midsouth
1/3/2016,1.54,64689.53,28106.35,12080.23,16026.12,NA,organic,Midsouth
12/31/2017,1.6,152399.77,111238.44,102542.42,8696.02,NA,organic,Midsouth
12/24/2017,1.67,131240.16,94419.84,86520.12,7899.72,NA,organic,Midsouth
12/17/2017,1.66,129898.85,91666.11,80649.5,11016.61,NA,organic,Midsouth
12/10/2017,1.61,140885.3,103547.42,97646.59,5900.83,NA,organic,Midsouth
12/3/2017,1.66,131588.67,89438.38,85848.62,3589.76,NA,organic,Midsouth
11/26/2017,1.75,117915.02,83858.69,80658.79,3199.9,NA,organic,Midsouth
11/19/2017,1.82,108987.74,72385.78,70589.95,1795.83,NA,organic,Midsouth
11/12/2017,1.82,131020.52,95065.94,89571.58,5494.36,NA,organic,Midsouth
11/5/2017,1.85,137573.44,97301.09,91436.08,5865.01,NA,organic,Midsouth
10/29/2017,1.8,156848.8,119177.1,110757.39,8419.71,NA,organic,Midsouth
10/22/2017,1.8,168429.18,125561.74,115932.33,9629.41,NA,organic,Midsouth
10/15/2017,1.84,174355,135316.37,127686.14,7630.23,NA,organic,Midsouth
10/8/2017,1.87,176218.89,136087.82,131997.28,4090.54,NA,organic,Midsouth
10/1/2017,1.99,149030.87,110585.59,101954.05,8631.54,NA,organic,Midsouth
9/24/2017,1.91,176556.11,137448.65,115927.2,21521.45,NA,organic,Midsouth
9/17/2017,1.93,158623.92,118337.48,102794.03,15543.45,NA,organic,Midsouth
9/10/2017,2.03,168953.84,127028.92,112342.72,14686.2,NA,organic,Midsouth
9/3/2017,2.13,167349.41,118690.87,100375.43,18315.44,NA,organic,Midsouth
8/27/2017,2.17,141033.09,92833.76,81240.44,11593.32,NA,organic,Midsouth
8/20/2017,2.02,138392,93811.48,84138.69,9672.79,NA,organic,Midsouth
8/13/2017,1.85,129688.16,87959.34,85427.32,2532.02,NA,organic,Midsouth
8/6/2017,1.88,147783.08,97806.05,86645.75,11160.3,NA,organic,Midsouth
7/30/2017,1.68,143256.61,94976.86,80259.26,14717.6,NA,organic,Midsouth
7/23/2017,1.57,176562.15,123369.31,103897.97,19471.34,NA,organic,Midsouth
7/16/2017,1.69,140880.73,92310.69,78625.54,13685.15,NA,organic,Midsouth
7/9/2017,1.88,109427.64,54489.34,35708.96,18780.38,NA,organic,Midsouth
7/2/2017,1.78,120458.72,64166.52,34038.53,30127.99,NA,organic,Midsouth
6/25/2017,1.75,125035.1,70619.19,38193.8,32425.39,NA,organic,Midsouth
6/18/2017,1.73,127794.36,66850.25,36430.85,30419.4,NA,organic,Midsouth
6/11/2017,1.61,150302.38,93778.86,45391.71,48387.15,NA,organic,Midsouth
6/4/2017,1.85,127811.15,66803.42,33346.76,33456.66,NA,organic,Midsouth
5/28/2017,1.91,129046.19,71279.42,36140.3,35139.12,NA,organic,Midsouth
5/21/2017,1.9,116849.77,63180.53,35445.81,27734.72,NA,organic,Midsouth
5/14/2017,1.76,133422.58,72490.23,38041.51,34448.72,NA,organic,Midsouth
5/7/2017,1.96,111062.12,57822.67,35661.6,22161.07,NA,organic,Midsouth
4/30/2017,1.96,117715.93,60346.92,36527.33,23819.59,NA,organic,Midsouth
4/23/2017,2.03,107165.19,51463.61,36180.97,15282.64,NA,organic,Midsouth
4/16/2017,1.68,132011.04,67545.06,39490.55,28054.51,NA,organic,Midsouth
4/9/2017,1.5,137962.99,77100.69,34323.06,42777.63,NA,organic,Midsouth
4/2/2017,1.67,129499.97,64210.82,36145.43,28065.39,NA,organic,Midsouth
3/26/2017,1.41,139274.81,82480.13,31877.73,50602.4,0,organic,Midsouth
3/19/2017,1.59,97030.81,48657.7,28803.38,19854.32,0,organic,Midsouth
3/12/2017,1.35,121869.61,74101.42,34491.91,39609.51,0,organic,Midsouth
3/5/2017,1.02,156551.27,112354.59,31239.27,81115.32,0,organic,Midsouth
2/26/2017,1.12,139908.49,93114.69,33735.94,59378.75,0,organic,Midsouth
2/19/2017,1.14,148184.85,93642.51,32456.16,61186.35,0,organic,Midsouth
2/12/2017,1.21,129193.22,82555.14,35082.56,47472.58,0,organic,Midsouth
2/5/2017,1.49,101147.78,53791.99,39453.34,14338.65,0,organic,Midsouth
1/29/2017,1.54,95499.48,44787.35,33303.24,11484.11,0,organic,Midsouth
1/22/2017,1.49,96918.39,53600.52,39758.09,13842.43,0,organic,Midsouth
