Date,AveragePricePerUnit,TotalVolume,TotalBags,SmallBags,LargeBags,XLargeBags,type,region
12/6/2015,1.14,3218494.55,588521.8,547611.8,40901.19,NA,conventional,Northeast
11/29/2015,1.22,2593780.51,555230.06,513647.72,41582.34,NA,conventional,Northeast
11/22/2015,1.16,3026217.24,626738.42,581899.23,44833.83,NA,conventional,Northeast
11/15/2015,1.09,3538946.22,707396.63,658542.91,48853.72,NA,conventional,Northeast
11/8/2015,1.1,4205775.44,781895.19,645890.25,136004.94,NA,conventional,Northeast
11/1/2015,1.09,4801621.08,780893.62,697293.46,83580.91,NA,conventional,Northeast
10/25/2015,1.15,3306614.18,775888.9,693912.61,81976.29,NA,conventional,Northeast
10/18/2015,0.99,4866607.14,742234.48,661214.66,81018.08,NA,conventional,Northeast
10/11/2015,1.23,3307828.65,832068.41,721415.51,110651.17,NA,conventional,Northeast
10/4/2015,1.21,3585183.3,800321.68,716567.95,83753.73,NA,conventional,Northeast
9/27/2015,1.13,3739072.7,682854.15,589490.48,93363.67,NA,conventional,Northeast
9/20/2015,1.21,3334592,751988.48,672883.2,79105.28,NA,conventional,Northeast
9/13/2015,1.14,4205294.58,740533.23,638404.31,102122.78,NA,conventional,Northeast
9/6/2015,1.18,4088061.71,754549.46,688674.24,65777.16,NA,conventional,Northeast
8/30/2015,1.2,3825966.51,740291.22,678533.22,60808.49,NA,conventional,Northeast
8/23/2015,1.13,4146220.81,739215.62,682203.72,55968.11,NA,conventional,Northeast
8/16/2015,1.17,4221435.38,733613.13,677997.05,55602.12,NA,conventional,Northeast
8/9/2015,1.1,4786334.13,777021.96,722077.58,54944.38,NA,conventional,Northeast
8/2/2015,1.19,4154658.67,794064.2,742929.61,51131.53,NA,conventional,Northeast
7/26/2015,1.28,3757524.71,883031.61,815705.91,67279.91,NA,conventional,Northeast
7/19/2015,1.27,4169213.2,967205.69,900291.21,66844.37,NA,conventional,Northeast
7/12/2015,1.2,4454138.91,1216976.6,1148604.15,67207.62,NA,conventional,Northeast
7/5/2015,1.24,4855273.71,1312115.77,1208641.02,102680.02,NA,conventional,Northeast
6/28/2015,1.3,4100932.47,1252367.02,1129604.18,121974.02,NA,conventional,Northeast
6/21/2015,1.27,4508474,1120373.14,1052770.72,66494.05,NA,conventional,Northeast
6/14/2015,1.2,4561749.66,1406275.3,1285655.99,118366.89,NA,conventional,Northeast
6/7/2015,1.27,4721927.3,1188680.28,1099881.5,87700.94,NA,conventional,Northeast
5/31/2015,1.34,4329239.82,1253507.02,1154091.74,97864.57,NA,conventional,Northeast
5/24/2015,1.26,4661457.29,1328704.27,1206950.37,120720.48,NA,conventional,Northeast
5/17/2015,1.33,4094677.85,1244427.66,1156872.13,87402.54,NA,conventional,Northeast
5/10/2015,1.21,5498650.28,1210170.12,1120295.45,89874.67,NA,conventional,Northeast
5/3/2015,1.24,4597313.41,1088403.62,954844.81,132615.75,NA,conventional,Northeast
4/26/2015,1.36,3646363.66,1035648.21,902141.63,132855.85,NA,conventional,Northeast
4/19/2015,1.31,3786141.18,1115911.35,984678.78,131232.57,NA,conventional,Northeast
4/12/2015,1.33,3203213.09,1001738.9,920108.45,81630.45,NA,conventional,Northeast
4/5/2015,1.34,3467770.71,954229.55,869574.86,83524.01,NA,conventional,Northeast
3/29/2015,1.26,3497026.98,851860.36,769079.25,82778.21,NA,conventional,Northeast
3/22/2015,1.22,3520408.65,869687.19,782209.83,87477.36,NA,conventional,Northeast
3/15/2015,1.34,3135991.73,936644.39,843930.39,92714,NA,conventional,Northeast
3/8/2015,1.27,3250832.53,1017429.27,909308.32,108119.32,NA,conventional,Northeast
3/1/2015,1.15,3780455.44,894348.37,810060.6,84287.77,NA,conventional,Northeast
2/22/2015,1.29,3042447.03,940038.24,860636.05,79402.19,NA,conventional,Northeast
2/15/2015,1.29,2983695.9,929791.25,864046.29,65744.96,NA,conventional,Northeast
2/8/2015,1.09,4457049.41,965974.48,869917.39,96055.45,NA,conventional,Northeast
2/1/2015,1.23,4298883.17,1006703.42,896750.09,109953.33,NA,conventional,Northeast
1/25/2015,1.27,3238501.89,1004627.94,903840.54,100787.4,NA,conventional,Northeast
1/18/2015,1.32,3066789.62,868986.62,784229.51,84757.11,NA,conventional,Northeast
1/11/2015,1.28,3056024.77,881104.32,796190.93,84913.39,NA,conventional,Northeast
1/4/2015,1.09,3759282.62,764351.66,669970.5,94381.16,NA,conventional,Northeast
12/25/2016,1.36,3216470.61,797649.44,742542.5,53297.99,NA,conventional,Northeast
12/18/2016,1.22,3686005.68,713343.05,651338.34,59782.7,NA,conventional,Northeast
12/11/2016,1.32,3381321.05,868587.41,733966.4,132518,NA,conventional,Northeast
12/4/2016,1.4,3222663.98,652635.9,606208.58,45127.69,NA,conventional,Northeast
11/27/2016,1.51,2701518.48,649833.09,608290.41,40586.85,NA,conventional,Northeast
11/20/2016,1.51,3206946.52,885422.84,839621.36,43848.7,NA,conventional,Northeast
11/13/2016,1.67,2706838.44,768461.48,716107.95,52343.53,NA,conventional,Northeast
11/6/2016,1.71,2507401.04,753561.17,699083.75,53807.98,669.44,conventional,Northeast
10/30/2016,1.72,2364424.49,616978.62,587560.44,28141.79,1276.39,conventional,Northeast
10/23/2016,1.67,2916578.9,832022.58,817362.4,12135.18,2525,conventional,Northeast
10/16/2016,1.65,3107049.25,939127.16,892219.03,46084.52,823.61,conventional,Northeast
10/9/2016,1.54,3350949.74,924383.74,866463.4,57527.85,392.49,conventional,Northeast
10/2/2016,1.59,3257752.57,983840.7,922618.7,60122.74,1099.26,conventional,Northeast
9/25/2016,1.53,3458790.86,1000248.77,950223.22,49098.88,926.67,conventional,Northeast
5/15/2016,1.13,4999100.74,1168858.5,1062590.88,103624.27,2643.35,conventional,Northeast
5/8/2016,0.87,6899727.12,1305784.11,1213743.41,91515.7,525,conventional,Northeast
5/1/2016,1.12,5247266.74,1179490.59,1064779.68,114354.17,356.74,conventional,Northeast
4/24/2016,1.13,4815249.22,1180445.95,1087631.09,90193.01,2621.85,conventional,Northeast
4/17/2016,1.12,3849051.4,1225628.68,1115346.23,108151.38,2131.07,conventional,Northeast
4/10/2016,1.09,3756625.12,1138029.23,1070178.97,64699.95,3150.31,conventional,Northeast
4/3/2016,1.18,3872680.79,936432.96,869386.54,66910.57,135.85,conventional,Northeast
3/27/2016,1.23,4239016.69,1102723.76,1021991.63,80732.13,0,conventional,Northeast
3/20/2016,1.11,4834759.09,1231618.82,1171614.36,60004.46,0,conventional,Northeast
3/13/2016,1.13,4713935.35,1019762.67,958452.62,61310.05,0,conventional,Northeast
3/6/2016,1.21,4226925.7,1081790.69,1022900.73,58882.95,7.01,conventional,Northeast
2/28/2016,1.15,4481119.44,930067.3,867106.18,62961.12,0,conventional,Northeast
2/21/2016,1.21,3948234.94,1061988.45,984377.9,77610.55,0,conventional,Northeast
2/14/2016,1.08,4959257.88,1155023.55,1047179.93,107841.88,1.74,conventional,Northeast
2/7/2016,1.03,5919226.12,1443234.36,1369646.25,73584.63,3.48,conventional,Northeast
1/31/2016,1.06,4650798.49,1044960.71,981185.6,63773.37,NA,conventional,Northeast
1/24/2016,1.21,4412280.93,1329664,1234678.31,94980.47,NA,conventional,Northeast
1/17/2016,1.09,4891516.5,1220765.85,1153104.63,67661.22,NA,conventional,Northeast
1/10/2016,1.2,3890225.41,1061752.06,976499.36,85149.37,NA,conventional,Northeast
1/3/2016,1.07,4524219.73,785375.49,731458.46,52073.39,NA,conventional,Northeast
12/31/2017,1.31,3652549.7,872131.55,658153.52,213974.56,NA,conventional,Northeast
12/24/2017,1.37,3489057.04,1048425.58,887121.16,161276.62,NA,conventional,Northeast
12/17/2017,1.35,3504253.8,1109458.61,948844.2,160592.02,NA,conventional,Northeast
12/10/2017,1.17,5543004.84,1131215.15,960202.45,170986.87,NA,conventional,Northeast
12/3/2017,1.32,4030251,1132825,995470,137354,NA,conventional,Northeast
11/26/2017,1.37,3269460,1117290,820402,296888,NA,conventional,Northeast
11/19/2017,1.37,3680754,1420079,967838,452228,NA,conventional,Northeast
11/12/2017,1.35,3925104,1039727,869351,170377,NA,conventional,Northeast
11/5/2017,1.45,3492828.1,1303309.67,1078991.73,224223.95,NA,conventional,Northeast
10/29/2017,1.52,3430235.17,933692.83,768631.44,165040.73,NA,conventional,Northeast
10/22/2017,1.51,3380058.07,927237.43,838555.26,88678.73,NA,conventional,Northeast
10/15/2017,1.62,3251117.56,826004.71,703791.09,122213.62,NA,conventional,Northeast
10/8/2017,1.63,3065336.1,903417.68,736995.23,166422.45,NA,conventional,Northeast
10/1/2017,1.61,3438536.39,973411.54,795311.93,178099.61,NA,conventional,Northeast
9/24/2017,1.59,3424954.07,934886.1,781772.69,153032.17,NA,conventional,Northeast
9/17/2017,1.54,3350043.59,994772.68,824931.93,168244.08,NA,conventional,Northeast
9/10/2017,1.61,3536857.97,998472.03,844249.91,130829.9,NA,conventional,Northeast
9/3/2017,1.75,3330799.31,957115.62,822614.03,106630.48,NA,conventional,Northeast
8/27/2017,1.7,3374546.02,1044181.46,892785.83,130586.74,NA,conventional,Northeast
8/20/2017,1.68,3417507.87,1103729.34,912290.33,160575.78,NA,conventional,Northeast
8/13/2017,1.49,4323440.02,1232316.67,1008008.74,194459.03,NA,conventional,Northeast
8/6/2017,1.52,4132666.26,1088469.36,891867.29,165243.16,NA,conventional,Northeast
7/30/2017,1.49,4018833.97,1065844.42,931973.3,119001.73,NA,conventional,Northeast
7/23/2017,1.46,4222039.27,1066818.86,887134.17,149980.19,NA,conventional,Northeast
7/16/2017,1.5,4180237.98,1024023.73,850086.41,138210.65,NA,conventional,Northeast
7/9/2017,1.58,4406341.73,1240236.47,1034138.98,140035.79,NA,conventional,Northeast
7/2/2017,1.63,4035234.26,1173181.61,762656.42,355666.02,NA,conventional,Northeast
6/25/2017,1.54,4121661.3,953956.86,686928.3,215092.27,NA,conventional,Northeast
6/18/2017,1.68,3945270.4,1019327.2,765706,209441.36,NA,conventional,Northeast
6/11/2017,1.68,4060850.93,1168363.81,778716.02,350202.79,NA,conventional,Northeast
6/4/2017,1.74,4096560.83,1123518.54,923263.95,179473.2,NA,conventional,Northeast
5/28/2017,1.71,4529672.68,1375326.92,1067433.44,283132.09,NA,conventional,Northeast
5/21/2017,1.66,4110305.09,1114895.82,951882.76,160311.39,NA,conventional,Northeast
5/14/2017,1.67,4163120.72,1386871.54,1204975.59,162343.17,NA,conventional,Northeast
5/7/2017,1.53,5262336.16,1925092.3,1272105.9,640105.84,NA,conventional,Northeast
4/30/2017,1.6,4289149.75,1181119.71,986234.23,184172.2,NA,conventional,Northeast
4/23/2017,1.59,3846196.3,1149096.05,892014.05,250892.4,NA,conventional,Northeast
4/16/2017,1.65,4043204.76,1229648.4,1019859.84,200044.12,NA,conventional,Northeast
4/9/2017,1.6,4313430.98,1328661.56,1082688.19,242674.12,NA,conventional,Northeast
4/2/2017,1.62,3988654.48,1209320.27,967632.76,241470.84,NA,conventional,Northeast
3/26/2017,1.54,3977196.18,1183780.1,997167.6,176429.17,NA,conventional,Northeast
3/19/2017,1.59,3768359.35,1109954.47,910785.79,192548.68,NA,conventional,Northeast
3/12/2017,1.6,3779295.69,1132566.94,852503.25,276859.52,NA,conventional,Northeast
3/5/2017,1.34,4468555.34,938243.04,877970.46,56847.58,NA,conventional,Northeast
2/26/2017,1.43,3980574.14,958680.08,851836,100143.29,NA,conventional,Northeast
2/19/2017,1.36,3526205.21,924248.45,848018.16,75165.19,NA,conventional,Northeast
2/12/2017,1.19,5367769.78,1198725.17,1079129.7,111229.11,NA,conventional,Northeast
2/5/2017,1.23,6724196.61,1039504.25,943595.66,84785.68,NA,conventional,Northeast
1/29/2017,1.39,4155042.11,1068859.88,988168.37,73048.91,NA,conventional,Northeast
1/22/2017,1.39,5007356.22,1055777.33,978886.09,68710.32,NA,conventional,Northeast
1/15/2017,1.36,4250958.55,1037160.29,969744.48,64997.68,NA,conventional,Northeast
1/8/2017,1.25,4691937.5,940930.8,882013.66,58723.55,NA,conventional,Northeast
1/1/2017,1.35,3513388.32,709623.08,659611.76,49532.71,NA,conventional,Northeast
3/25/2018,1.35,5134637.05,1743186.4,1495884.84,232372.83,NA,conventional,Northeast
3/18/2018,1.34,4621126.31,1512917.61,1210266.06,287448.21,NA,conventional,Northeast
3/11/2018,1.27,5214137.33,1728867.65,1436116.22,279239.21,NA,conventional,Northeast
3/4/2018,1.22,5318554.52,1405022.37,1101807.62,291485.87,NA,conventional,Northeast
2/25/2018,1.3,4525386.69,1645060.34,1357273.92,275551.97,NA,conventional,Northeast
2/18/2018,1.31,4112725.9,1194998.51,976712.55,207823.43,NA,conventional,Northeast
2/11/2018,1.24,5694136.21,1331853.82,1134698.11,186733.68,NA,conventional,Northeast
2/4/2018,1.22,7508650.27,1611198.54,1275859.94,329682.23,NA,conventional,Northeast
1/28/2018,1.23,5680957.63,1523646.83,1278588.12,242866.49,NA,conventional,Northeast
1/21/2018,1.25,6137752.61,1231780.28,990188.67,241571.32,NA,conventional,Northeast
1/14/2018,1.49,4073408.38,1223370.94,955649.36,267714.63,NA,conventional,Northeast
1/7/2018,1.43,4230002.92,1107145.59,769968.02,337149.02,NA,conventional,Northeast
12/27/2015,1.7,75884.69,56498.57,34774.94,21723.63,NA,organic,Northeast
12/20/2015,1.77,73826.41,47600.43,40812.08,6788.35,NA,organic,Northeast
12/13/2015,1.8,76466.85,52763.91,37344.72,15419.19,NA,organic,Northeast
12/6/2015,1.53,67245.25,47119.41,29475.97,17643.44,NA,organic,Northeast
11/29/2015,1.59,48901.36,36226.15,24764.03,11462.12,NA,organic,Northeast
11/22/2015,1.63,55389.85,35961.35,28099.9,7861.45,NA,organic,Northeast
11/15/2015,1.58,52680.94,32418.51,30557.72,1860.79,NA,organic,Northeast
11/8/2015,1.63,54182.7,31960.62,30428.94,1531.68,NA,organic,Northeast
11/1/2015,1.74,48955.21,28692.02,26937.17,1754.85,NA,organic,Northeast
10/25/2015,1.69,56802.46,36008.78,27679.02,8329.76,NA,organic,Northeast
10/18/2015,1.7,51045.02,33438.58,26508.59,6929.99,NA,organic,Northeast
10/11/2015,1.69,55097.44,37114.65,30619.47,6495.18,NA,organic,Northeast
10/4/2015,1.82,53701.26,32155.43,30619.08,1536.35,NA,organic,Northeast
9/27/2015,2.12,41882.91,15859.45,15096.04,763.41,NA,organic,Northeast
9/20/2015,1.93,47669.22,19405.83,18862.28,543.55,NA,organic,Northeast
9/13/2015,1.97,49376.19,26505.84,26318.59,187.25,NA,organic,Northeast
9/6/2015,1.86,64445.98,36334.36,35519.22,815.14,NA,organic,Northeast
8/30/2015,2.01,50307.57,26438.85,25235.11,1203.74,NA,organic,Northeast
8/23/2015,1.99,54255.52,29723.67,29487.98,235.69,NA,organic,Northeast
8/16/2015,2.11,47299.93,20093.31,19683.26,410.05,NA,organic,Northeast
8/9/2015,1.89,59179.16,29661.86,29202.28,459.58,NA,organic,Northeast
8/2/2015,2.02,51879.97,29409.81,29028.9,380.91,NA,organic,Northeast
7/26/2015,1.94,45208.21,20233.8,19658.12,575.68,NA,organic,Northeast
7/19/2015,2.07,47878.48,23427.45,23396.97,30.48,NA,organic,Northeast
7/12/2015,2.01,40245.19,16099.27,16093.19,6.08,NA,organic,Northeast
7/5/2015,2.09,45881.11,23414.38,23393.23,21.15,NA,organic,Northeast
6/28/2015,1.93,56485.02,28255.03,28196.36,58.67,NA,organic,Northeast
6/21/2015,2.12,48785.22,22027.98,21513.69,514.29,NA,organic,Northeast
6/14/2015,1.93,65593.37,32465.35,32250.27,215.08,NA,organic,Northeast
6/7/2015,2.02,57645.02,34574.62,34488.34,86.28,NA,organic,Northeast
5/31/2015,1.89,63807.3,36288.33,36137.11,151.22,NA,organic,Northeast
5/24/2015,1.97,63674.1,38607.64,38338.21,269.43,NA,organic,Northeast
5/17/2015,1.92,68435.46,43345.41,43257.15,88.26,NA,organic,Northeast
5/10/2015,1.9,68804.21,38987.77,38815.66,172.11,NA,organic,Northeast
5/3/2015,1.89,67904.99,38033.05,37812.35,220.7,NA,organic,Northeast
4/26/2015,1.96,53200.63,33471.18,33361.61,109.57,NA,organic,Northeast
4/19/2015,1.94,60348.96,31693.7,31416.66,277.04,NA,organic,Northeast
4/12/2015,1.81,69377.2,40600.26,40303.57,296.69,NA,organic,Northeast
4/5/2015,1.91,52969.72,34158.77,33977.73,181.04,NA,organic,Northeast
3/29/2015,1.95,46496.41,24338.66,24298.66,40,NA,organic,Northeast
3/22/2015,1.92,44128.54,18259.09,18247.64,11.45,NA,organic,Northeast
3/15/2015,1.83,43012.32,23501.35,23398.38,102.97,NA,organic,Northeast
3/8/2015,1.79,60655.7,39543.33,39361.95,181.38,NA,organic,Northeast
3/1/2015,1.85,56799.83,33489.9,33457.94,31.96,NA,organic,Northeast
2/22/2015,1.9,56898.92,33912.88,33581.42,331.46,NA,organic,Northeast
2/15/2015,1.84,57627.38,32529.49,32381.03,148.46,NA,organic,Northeast
2/8/2015,1.85,65898.99,43332.87,43044.39,288.48,NA,organic,Northeast
2/1/2015,1.78,63537.1,36549.6,36537.93,11.67,NA,organic,Northeast
1/25/2015,1.92,40358.44,20619.2,20455.66,163.54,NA,organic,Northeast
1/18/2015,1.94,35304.15,20452.15,18457.1,1995.05,NA,organic,Northeast
1/11/2015,1.86,50079.81,26358.42,26332.17,26.25,NA,organic,Northeast
1/4/2015,1.88,48280.46,21391.49,21379.79,11.7,NA,organic,Northeast
12/25/2016,2,109788.24,74342.77,73179.47,1163.3,NA,organic,Northeast
12/18/2016,1.94,113583.14,65199.89,63812.2,1387.69,NA,organic,Northeast
12/11/2016,2.01,106002.64,75681.59,75224.35,457.24,NA,organic,Northeast
12/4/2016,2,117562.6,68932.71,68362.84,569.87,NA,organic,Northeast
11/27/2016,2.13,85024.33,55744.33,55092.33,652,NA,organic,Northeast
11/20/2016,1.93,119375.15,65673.2,64603.48,1069.72,NA,organic,Northeast
11/13/2016,2.13,82987.85,48907.85,48445.6,462.25,NA,organic,Northeast
11/6/2016,2.07,89099.08,56488.43,55962.01,526.42,NA,organic,Northeast
10/30/2016,1.96,72130.37,37533.49,36379.22,1154.27,NA,organic,Northeast
10/23/2016,1.7,57081.84,44064.58,43496.72,567.86,NA,organic,Northeast
10/16/2016,1.86,73430.26,46301.58,45250.04,1051.54,NA,organic,Northeast
10/9/2016,1.91,87711.53,58705.77,57685.94,1019.83,NA,organic,Northeast
10/2/2016,1.99,100529.39,73153.03,72212.14,940.89,NA,organic,Northeast
9/25/2016,1.96,111261.71,84773.94,84053.56,720.38,NA,organic,Northeast
9/18/2016,2.04,137076.37,106893.23,106402.46,490.77,NA,organic,Northeast
9/11/2016,1.95,165386.89,109882.62,108494.91,1387.71,NA,organic,Northeast
9/4/2016,1.92,128284.46,88452.79,87987.89,464.9,NA,organic,Northeast
8/28/2016,1.84,71636.65,41460.31,41025.5,434.81,NA,organic,Northeast
8/21/2016,1.75,106119.98,67617.47,66877.32,740.15,NA,organic,Northeast
8/14/2016,1.85,76276.8,39312.24,38367.69,944.55,NA,organic,Northeast
8/7/2016,1.88,87942.88,50804.66,50509,295.66,NA,organic,Northeast
7/31/2016,1.87,73835.93,40736.69,40157.15,579.54,NA,organic,Northeast
7/24/2016,1.89,88923.85,54775.72,51249.16,3526.56,NA,organic,Northeast
7/17/2016,2.07,149636.3,111653.72,101869.15,9784.57,NA,organic,Northeast
7/10/2016,1.99,131639.67,90393.06,83325.05,7068.01,NA,organic,Northeast
7/3/2016,1.86,152428.41,110311.19,98420.14,11891.05,NA,organic,Northeast
6/26/2016,1.91,115923.75,84574.83,74389.86,10184.97,NA,organic,Northeast
6/19/2016,1.9,116678.91,86215.62,75420.09,10795.53,NA,organic,Northeast
6/12/2016,1.71,93841.12,60589.38,48533.11,12056.27,NA,organic,Northeast
6/5/2016,1.79,102940.66,76261.69,64789.53,11472.16,NA,organic,Northeast
5/29/2016,1.87,111097.01,74921.49,61555.62,13365.87,NA,organic,Northeast
5/22/2016,1.81,134280.15,89778.42,80740.1,9038.32,NA,organic,Northeast
5/15/2016,1.79,112278.17,77851.59,67997.52,9854.07,NA,organic,Northeast
5/8/2016,1.78,123022.55,92071.6,76581.12,15490.48,NA,organic,Northeast
5/1/2016,1.94,151476.61,107756.68,95608.27,12148.41,NA,organic,Northeast
4/24/2016,1.9,151219.06,116658.88,103152.4,13506.48,NA,organic,Northeast
4/17/2016,1.84,119446.75,82182.03,68444.04,13737.99,NA,organic,Northeast
4/10/2016,1.88,114275.61,88067.05,70435.19,17631.86,NA,organic,Northeast
4/3/2016,1.88,124627.43,89793.57,79549.51,10244.06,NA,organic,Northeast
3/27/2016,1.85,114767.54,87693.29,77619.07,10074.22,NA,organic,Northeast
3/20/2016,1.75,104018.17,70246.36,60347.7,9898.66,NA,organic,Northeast
3/13/2016,1.75,103718.78,70143.88,53467.97,16675.91,NA,organic,Northeast
3/6/2016,1.79,113859.82,69315.61,41426.65,27888.96,NA,organic,Northeast
2/28/2016,1.8,109507.5,73047.22,45277.19,27770.03,NA,organic,Northeast
2/21/2016,1.77,87442.77,60998.08,36591.35,24406.73,NA,organic,Northeast
2/14/2016,1.95,83662.7,56279.02,44768.7,11510.32,NA,organic,Northeast
2/7/2016,1.9,96595.25,64781.82,38548.58,26233.24,NA,organic,Northeast
1/31/2016,1.73,87698.15,68138.15,34162.83,33975.32,NA,organic,Northeast
1/24/2016,1.82,89368.59,66496.55,42409.9,24086.65,NA,organic,Northeast
1/17/2016,1.67,76290.32,49158.17,33936.45,15221.72,NA,organic,Northeast
1/10/2016,1.52,99539.08,71050.38,31297.1,39753.28,NA,organic,Northeast
1/3/2016,1.54,79900.43,62171.76,27554.77,34616.99,NA,organic,Northeast
12/31/2017,1.66,229313.64,184359.91,170878.67,13481.24,NA,organic,Northeast
12/24/2017,1.67,237711.39,189214.19,186448.83,2765.36,NA,organic,Northeast
12/17/2017,1.66,222261.39,174316.41,155391.08,18925.33,NA,organic,Northeast
12/10/2017,1.6,251595.19,202875.69,182493.69,20382,NA,organic,Northeast
12/3/2017,1.67,247242.48,170787.49,160329.49,10458,NA,organic,Northeast
11/26/2017,1.77,190028.7,157249.71,155444.42,1805.29,NA,organic,Northeast
11/19/2017,1.84,204565.99,168129.96,157175.48,10954.48,NA,organic,Northeast
11/12/2017,1.81,231677.48,192979.52,176295.77,16683.75,NA,organic,Northeast
11/5/2017,1.82,239371.8,201409.75,193133.43,8276.32,NA,organic,Northeast
10/29/2017,1.76,264941.06,224916.11,218668.73,6247.38,NA,organic,Northeast
10/22/2017,1.68,264208.2,223988.8,223697.53,291.27,NA,organic,Northeast
10/15/2017,1.7,269123.79,232649.34,232373.13,276.21,NA,organic,Northeast
10/8/2017,1.64,275572,238999.37,238752.11,247.26,NA,organic,Northeast
10/1/2017,1.7,236097.14,203393.53,203353.59,39.94,NA,organic,Northeast
9/24/2017,1.68,255258.55,214326.64,214282.33,44.31,NA,organic,Northeast
9/17/2017,1.74,238274.56,194941.84,193019.04,1922.8,NA,organic,Northeast
9/10/2017,1.85,244428.88,195185.38,188367.7,6817.68,NA,organic,Northeast
9/3/2017,1.92,223548.33,165451.35,157440.62,8010.73,NA,organic,Northeast
8/27/2017,1.89,215129.8,169341.39,164863.42,4477.97,NA,organic,Northeast
8/20/2017,1.79,251156.79,173436.63,158281.96,15154.67,NA,organic,Northeast
8/13/2017,1.85,200716.07,157968.68,146634.24,11334.44,NA,organic,Northeast
8/6/2017,1.74,216000.77,178145.09,152573.08,25572.01,NA,organic,Northeast
7/30/2017,1.74,214612.36,178409.38,153830.81,24578.57,NA,organic,Northeast
7/23/2017,1.63,272856.18,229643.37,203830.16,25813.21,NA,organic,Northeast
7/16/2017,1.66,240537.76,191663.24,178777.51,12885.73,NA,organic,Northeast
7/9/2017,2.31,160288.02,116868.75,104841.75,12027,NA,organic,Northeast
7/2/2017,2.29,170194.95,116175.18,106878.45,9296.73,NA,organic,Northeast
6/25/2017,2.26,181964.19,126666.32,115565.9,11100.42,NA,organic,Northeast
6/18/2017,1.98,307563.37,138098.88,124213.2,13885.68,NA,organic,Northeast
6/11/2017,2.26,191985.27,128434.31,116899.45,11534.86,NA,organic,Northeast
6/4/2017,2,251838.53,151741.98,139084.38,12657.6,NA,organic,Northeast
5/28/2017,2.18,194487.92,135240.47,124037.53,11202.94,NA,organic,Northeast
5/21/2017,2.15,186553.95,129561.94,120158.47,9403.47,NA,organic,Northeast
5/14/2017,2.09,202280.64,145695.14,132557.14,13138,NA,organic,Northeast
5/7/2017,2.16,205224.24,137489.43,121185.9,16303.53,NA,organic,Northeast
4/30/2017,1.91,278038.48,121565.47,116115.13,5450.34,NA,organic,Northeast
4/23/2017,2.09,180814.14,121542.01,109123.48,12418.53,NA,organic,Northeast
4/16/2017,1.91,265298.41,124720.62,112364.58,12356.04,NA,organic,Northeast
4/9/2017,2.12,171036.27,107389.45,96848.27,10541.18,NA,organic,Northeast
4/2/2017,1.89,256548.81,106174.58,102577.8,3596.78,NA,organic,Northeast
3/26/2017,2.1,191466.91,117162.5,107372.46,9790.04,NA,organic,Northeast
3/19/2017,1.88,276084.84,114771.47,106097.64,8673.83,NA,organic,Northeast
3/12/2017,2.18,186709.79,119847.26,113186.39,6660.87,NA,organic,Northeast
3/5/2017,1.8,225597.13,109377.31,105641.33,3735.98,NA,organic,Northeast
2/26/2017,1.82,182655.98,89390.45,86833.66,2556.79,NA,organic,Northeast
2/19/2017,1.43,592952.35,102105.79,91672.29,10433.5,NA,organic,Northeast
2/12/2017,1.91,153268.97,106936.74,102275.82,4660.92,NA,organic,Northeast
2/5/2017,1.81,160843.63,111312.31,101921.32,9390.99,NA,organic,Northeast
1/29/2017,1.93,132820.76,93307.41,91291.73,2015.68,NA,organic,Northeast
1/22/2017,1.93,135079.52,92174.16,91298.2,875.96,NA,organic,Northeast
1/15/2017,1.94,134840.81,93551.03,91994.71,1556.32,NA,organic,Northeast
1/8/2017,1.99,132079.47,91268.98,86129.69,5139.29,NA,organic,Northeast
1/1/2017,2,115256.09,68924.04,65447.53,3476.51,NA,organic,Northeast
3/25/2018,1.58,374859.68,296468.94,265716.88,30752.06,NA,organic,Northeast
3/18/2018,1.64,419607.75,226684.08,195973.16,30710.92,NA,organic,Northeast
3/11/2018,1.76,288008.65,213981.71,185792.45,28189.26,NA,organic,Northeast
3/4/2018,1.65,313200.35,183955.12,168196.82,15758.3,NA,organic,Northeast
2/25/2018,1.63,303577.39,213503.49,193020.88,20482.61,NA,organic,Northeast
2/18/2018,1.39,793464.77,216353.01,197949.51,18403.5,NA,organic,Northeast
2/11/2018,1.69,233976.66,194182.7,175554.11,18628.59,NA,organic,Northeast
2/4/2018,1.66,273309.58,214639.52,188630.21,26009.31,NA,organic,Northeast
1/28/2018,1.56,319174.35,249388.28,242631.48,6756.8,NA,organic,Northeast
1/21/2018,1.75,215742.94,176974.2,167900.81,9073.39,NA,organic,Northeast
1/14/2018,1.67,272690.13,224814.43,206708.26,18106.17,NA,organic,Northeast
1/7/2018,1.75,264448.77,216888.85,205469.1,11419.75,NA,organic,Northeast
12/27/2015,0.98,3024956.05,689385.9,425319.18,264039.61,NA,conventional,Southeast
12/20/2015,1.12,2206305.07,535049.65,399343.68,135633.67,NA,conventional,Southeast
12/13/2015,0.96,3042588.2,598734.7,326312.25,272310.91,NA,conventional,Southeast
12/6/2015,1.13,2205550.58,421481.86,275520.16,145934.58,NA,conventional,Southeast
11/29/2015,0.97,2615828.04,532750.78,280568.93,252139.55,NA,conventional,Southeast
11/22/2015,0.98,2667551.84,569248.07,319821.73,249396.08,NA,conventional,Southeast
11/15/2015,1.16,2242688.2,472050.5,313845.53,158186.8,NA,conventional,Southeast
